date,ville,secousse,magnitude,tension entre plaque
2024-01-01 00:00:00,Tokyo,False,0.0,0.0
2024-01-01 00:01:00,Tokyo,True,0.17844683106686454,1.01
2024-01-01 00:02:00,Tokyo,False,0.0,1.01
2024-01-01 00:03:00,Tokyo,False,0.0,1.02
2024-01-01 00:04:00,Tokyo,False,0.0,1.03
2024-01-01 00:05:00,Tokyo,False,0.0,1.04
2024-01-01 00:06:00,Tokyo,True,6.539124589539293,1.05
2024-01-01 00:07:00,Tokyo,False,0.0,1.06
2024-01-01 00:08:00,Tokyo,False,0.0,1.07
2024-01-01 00:09:00,Tokyo,False,0.0,1.08
2024-01-01 00:10:00,Tokyo,False,0.0,1.09
2024-01-01 00:11:00,Tokyo,False,0.0,1.1
2024-01-01 00:12:00,Tokyo,False,0.0,1.11
2024-01-01 00:13:00,Tokyo,False,0.0,1.12
2024-01-01 00:14:00,Tokyo,False,0.0,1.1300000000000001
2024-01-01 00:15:00,Tokyo,False,0.0,1.1400000000000001
2024-01-01 00:16:00,Tokyo,False,0.0,1.1500000000000001
2024-01-01 00:17:00,Tokyo,False,0.0,1.1600000000000001
2024-01-01 00:18:00,Tokyo,True,0.8218296848955627,1.1700000000000002
2024-01-01 00:19:00,Tokyo,False,0.0,1.01
2024-01-01 00:20:00,Tokyo,False,0.0,1.02
2024-01-01 00:21:00,Tokyo,False,0.0,1.03
2024-01-01 00:22:00,Tokyo,False,0.0,1.04
2024-01-01 00:23:00,Tokyo,True,7.268782724597107,1.05
2024-01-01 00:24:00,Tokyo,False,0.0,1.06
2024-01-01 00:25:00,Tokyo,False,0.0,1.07
2024-01-01 00:26:00,Tokyo,False,0.0,1.08
2024-01-01 00:27:00,Tokyo,False,0.0,1.09
2024-01-01 00:28:00,Tokyo,False,0.0,1.1
2024-01-01 00:29:00,Tokyo,True,1.101975468208593,1.11
2024-01-01 00:30:00,Tokyo,False,0.0,1.01
2024-01-01 00:31:00,Tokyo,False,0.0,1.02
2024-01-01 00:32:00,Tokyo,True,0.7361476933966665,1.03
2024-01-01 00:33:00,Tokyo,False,0.0,1.01
2024-01-01 00:34:00,Tokyo,True,5.662149459475566,1.02
2024-01-01 00:35:00,Tokyo,True,1.0751354124697874,1.03
2024-01-01 00:36:00,Tokyo,False,0.0,1.01
2024-01-01 00:37:00,Tokyo,True,1.0896493876880649,1.02
2024-01-01 00:38:00,Tokyo,False,0.0,1.01
2024-01-01 00:39:00,Tokyo,False,0.0,1.02
2024-01-01 00:40:00,Tokyo,True,7.106054286182396,1.03
2024-01-01 00:41:00,Tokyo,False,0.0,1.04
2024-01-01 00:42:00,Tokyo,True,0.3932268978812796,1.05
2024-01-01 00:43:00,Tokyo,True,0.8705657941727377,1.01
2024-01-01 00:44:00,Tokyo,False,0.0,1.01
2024-01-01 00:45:00,Tokyo,False,0.0,1.02
2024-01-01 00:46:00,Tokyo,False,0.0,1.03
2024-01-01 00:47:00,Tokyo,True,4.908567213586931,1.04
2024-01-01 00:48:00,Tokyo,True,7.3165180779565375,1.05
2024-01-01 00:49:00,Tokyo,False,0.0,1.06
2024-01-01 00:50:00,Tokyo,False,0.0,1.07
2024-01-01 00:51:00,Tokyo,False,0.0,1.08
2024-01-01 00:52:00,Tokyo,False,0.0,1.09
2024-01-01 00:53:00,Tokyo,False,0.0,1.1
2024-01-01 00:54:00,Tokyo,False,0.0,1.11
2024-01-01 00:55:00,Tokyo,False,0.0,1.12
2024-01-01 00:56:00,Tokyo,True,1.0978832611365843,1.1300000000000001
2024-01-01 00:57:00,Tokyo,True,0.4503938925808748,1.01
2024-01-01 00:58:00,Tokyo,True,0.7348883705221695,1.01
2024-01-01 00:59:00,Tokyo,False,0.0,1.01
2024-01-01 01:00:00,Tokyo,False,0.0,1.02
2024-01-01 01:01:00,Tokyo,True,6.078870963429695,1.03
2024-01-01 01:02:00,Tokyo,True,6.811748197905669,1.04
2024-01-01 01:03:00,Tokyo,True,7.233369551516935,1.05
2024-01-01 01:04:00,Tokyo,False,0.0,1.06
2024-01-01 01:05:00,Tokyo,False,0.0,1.07
2024-01-01 01:06:00,Tokyo,False,0.0,1.08
2024-01-01 01:07:00,Tokyo,True,0.7066836251154793,1.09
2024-01-01 01:08:00,Tokyo,False,0.0,1.01
2024-01-01 01:09:00,Tokyo,False,0.0,1.02
2024-01-01 01:10:00,Tokyo,False,0.0,1.03
2024-01-01 01:11:00,Tokyo,False,0.0,1.04
2024-01-01 01:12:00,Tokyo,True,6.47694747621016,1.05
2024-01-01 01:13:00,Tokyo,True,0.5208166768583613,1.06
2024-01-01 01:14:00,Tokyo,False,0.0,1.01
2024-01-01 01:15:00,Tokyo,False,0.0,1.02
2024-01-01 01:16:00,Tokyo,False,0.0,1.03
2024-01-01 01:17:00,Tokyo,True,0.6984531242379893,1.04
2024-01-01 01:18:00,Tokyo,True,5.233737237428651,1.01
2024-01-01 01:19:00,Tokyo,False,0.0,1.02
2024-01-01 01:20:00,Tokyo,False,0.0,1.03
2024-01-01 01:21:00,Tokyo,False,0.0,1.04
2024-01-01 01:22:00,Tokyo,True,7.149181237743696,1.05
2024-01-01 01:23:00,Tokyo,False,0.0,1.06
2024-01-01 01:24:00,Tokyo,False,0.0,1.07
2024-01-01 01:25:00,Tokyo,False,0.0,1.08
2024-01-01 01:26:00,Tokyo,True,0.912319790443938,1.09
2024-01-01 01:27:00,Tokyo,False,0.0,1.01
2024-01-01 01:28:00,Tokyo,False,0.0,1.02
2024-01-01 01:29:00,Tokyo,False,0.0,1.03
2024-01-01 01:30:00,Tokyo,False,0.0,1.04
2024-01-01 01:31:00,Tokyo,True,6.192274589002075,1.05
2024-01-01 01:32:00,Tokyo,True,0.7182346394046781,1.06
2024-01-01 01:33:00,Tokyo,False,0.0,1.01
2024-01-01 01:34:00,Tokyo,False,0.0,1.02
2024-01-01 01:35:00,Tokyo,False,0.0,1.03
2024-01-01 01:36:00,Tokyo,False,0.0,1.04
2024-01-01 01:37:00,Tokyo,True,6.947594827700219,1.05
2024-01-01 01:38:00,Tokyo,False,0.0,1.06
2024-01-01 01:39:00,Tokyo,False,0.0,1.07
2024-01-01 01:40:00,Tokyo,False,0.0,1.08
2024-01-01 01:41:00,Tokyo,False,0.0,1.09
2024-01-01 01:42:00,Tokyo,False,0.0,1.1
2024-01-01 01:43:00,Tokyo,False,0.0,1.11
2024-01-01 01:44:00,Tokyo,False,0.0,1.12
2024-01-01 01:45:00,Tokyo,True,0.28155277259101186,1.1300000000000001
2024-01-01 01:46:00,Tokyo,False,0.0,1.01
2024-01-01 01:47:00,Tokyo,False,0.0,1.02
2024-01-01 01:48:00,Tokyo,False,0.0,1.03
2024-01-01 01:49:00,Tokyo,False,0.0,1.04
2024-01-01 01:50:00,Tokyo,True,4.413191895886161,1.05
2024-01-01 01:51:00,Tokyo,True,0.8783545886003393,1.06
2024-01-01 01:52:00,Tokyo,False,0.0,1.01
2024-01-01 01:53:00,Tokyo,False,0.0,1.02
2024-01-01 01:54:00,Tokyo,False,0.0,1.03
2024-01-01 01:55:00,Tokyo,False,0.0,1.04
2024-01-01 01:56:00,Tokyo,True,7.538245676021806,1.05
2024-01-01 01:57:00,Tokyo,False,0.0,1.06
2024-01-01 01:58:00,Tokyo,False,0.0,1.07
2024-01-01 01:59:00,Tokyo,False,0.0,1.08
2024-01-01 02:00:00,Tokyo,False,0.0,1.09
2024-01-01 02:01:00,Tokyo,False,0.0,1.1
2024-01-01 02:02:00,Tokyo,False,0.0,1.11
2024-01-01 02:03:00,Tokyo,False,0.0,1.12
2024-01-01 02:04:00,Tokyo,False,0.0,1.1300000000000001
2024-01-01 02:05:00,Tokyo,False,0.0,1.1400000000000001
2024-01-01 02:06:00,Tokyo,False,0.0,1.1500000000000001
2024-01-01 02:07:00,Tokyo,False,0.0,1.1600000000000001
2024-01-01 02:08:00,Tokyo,False,0.0,1.1700000000000002
2024-01-01 02:09:00,Tokyo,False,0.0,1.1800000000000002
2024-01-01 02:10:00,Tokyo,False,0.0,1.1900000000000002
2024-01-01 02:11:00,Tokyo,False,0.0,1.2000000000000002
2024-01-01 02:12:00,Tokyo,False,0.0,1.2100000000000002
2024-01-01 02:13:00,Tokyo,False,0.0,1.2200000000000002
2024-01-01 02:14:00,Tokyo,False,0.0,1.2300000000000002
2024-01-01 02:15:00,Tokyo,False,0.0,1.2400000000000002
2024-01-01 02:16:00,Tokyo,False,0.0,1.2500000000000002
2024-01-01 02:17:00,Tokyo,False,0.0,1.2600000000000002
2024-01-01 02:18:00,Tokyo,False,0.0,1.2700000000000002
2024-01-01 02:19:00,Tokyo,False,0.0,1.2800000000000002
2024-01-01 02:20:00,Tokyo,False,0.0,1.2900000000000003
2024-01-01 02:21:00,Tokyo,False,0.0,1.3000000000000003
2024-01-01 02:22:00,Tokyo,False,0.0,1.3100000000000003
2024-01-01 02:23:00,Tokyo,False,0.0,1.3200000000000003
2024-01-01 02:24:00,Tokyo,False,0.0,1.3300000000000003
2024-01-01 02:25:00,Tokyo,False,0.0,1.3400000000000003
2024-01-01 02:26:00,Tokyo,False,0.0,1.3500000000000003
2024-01-01 02:27:00,Tokyo,False,0.0,1.3600000000000003
2024-01-01 02:28:00,Tokyo,False,0.0,1.3700000000000003
2024-01-01 02:29:00,Tokyo,False,0.0,1.3800000000000003
2024-01-01 02:30:00,Tokyo,False,0.0,1.3900000000000003
2024-01-01 02:31:00,Tokyo,False,0.0,1.4000000000000004
2024-01-01 02:32:00,Tokyo,False,0.0,1.4100000000000004
2024-01-01 02:33:00,Tokyo,True,1.087104779617245,1.4200000000000004
2024-01-01 02:34:00,Tokyo,False,0.0,1.01
2024-01-01 02:35:00,Tokyo,False,0.0,1.02
2024-01-01 02:36:00,Tokyo,False,0.0,1.03
2024-01-01 02:37:00,Tokyo,False,0.0,1.04
2024-01-01 02:38:00,Tokyo,True,7.15894788582238,1.05
2024-01-01 02:39:00,Tokyo,False,0.0,1.06
2024-01-01 02:40:00,Tokyo,False,0.0,1.07
2024-01-01 02:41:00,Tokyo,False,0.0,1.08
2024-01-01 02:42:00,Tokyo,False,0.0,1.09
2024-01-01 02:43:00,Tokyo,False,0.0,1.1
2024-01-01 02:44:00,Tokyo,False,0.0,1.11
2024-01-01 02:45:00,Tokyo,False,0.0,1.12
2024-01-01 02:46:00,Tokyo,False,0.0,1.1300000000000001
2024-01-01 02:47:00,Tokyo,False,0.0,1.1400000000000001
2024-01-01 02:48:00,Tokyo,False,0.0,1.1500000000000001
2024-01-01 02:49:00,Tokyo,False,0.0,1.1600000000000001
2024-01-01 02:50:00,Tokyo,False,0.0,1.1700000000000002
2024-01-01 02:51:00,Tokyo,False,0.0,1.1800000000000002
2024-01-01 02:52:00,Tokyo,False,0.0,1.1900000000000002
2024-01-01 02:53:00,Tokyo,True,0.38944458186058994,1.2000000000000002
2024-01-01 02:54:00,Tokyo,False,0.0,1.01
2024-01-01 02:55:00,Tokyo,False,0.0,1.02
2024-01-01 02:56:00,Tokyo,False,0.0,1.03
2024-01-01 02:57:00,Tokyo,False,0.0,1.04
2024-01-01 02:58:00,Tokyo,True,7.202221971969313,1.05
2024-01-01 02:59:00,Tokyo,False,0.0,1.06
2024-01-01 03:00:00,Tokyo,False,0.0,1.07
2024-01-01 03:01:00,Tokyo,False,0.0,1.08
2024-01-01 03:02:00,Tokyo,False,0.0,1.09
2024-01-01 03:03:00,Tokyo,False,0.0,1.1
2024-01-01 03:04:00,Tokyo,False,0.0,1.11
2024-01-01 03:05:00,Tokyo,False,0.0,1.12
2024-01-01 03:06:00,Tokyo,False,0.0,1.1300000000000001
2024-01-01 03:07:00,Tokyo,False,0.0,1.1400000000000001
2024-01-01 03:08:00,Tokyo,True,0.18851557778697292,1.1500000000000001
2024-01-01 03:09:00,Tokyo,False,0.0,1.01
2024-01-01 03:10:00,Tokyo,False,0.0,1.02
2024-01-01 03:11:00,Tokyo,False,0.0,1.03
2024-01-01 03:12:00,Tokyo,False,0.0,1.04
2024-01-01 03:13:00,Tokyo,True,5.672756953805252,1.05
2024-01-01 03:14:00,Tokyo,False,0.0,1.06
2024-01-01 03:15:00,Tokyo,False,0.0,1.07
2024-01-01 03:16:00,Tokyo,False,0.0,1.08
2024-01-01 03:17:00,Tokyo,False,0.0,1.09
2024-01-01 03:18:00,Tokyo,False,0.0,1.1
2024-01-01 03:19:00,Tokyo,False,0.0,1.11
2024-01-01 00:00:00,San Francisco,False,0.0,0.0
2024-01-01 00:01:00,San Francisco,False,0.0,1.01
2024-01-01 00:02:00,San Francisco,False,0.0,1.02
2024-01-01 00:03:00,San Francisco,False,0.0,1.03
2024-01-01 00:04:00,San Francisco,False,0.0,1.04
2024-01-01 00:05:00,San Francisco,False,0.0,1.05
2024-01-01 00:06:00,San Francisco,True,0.7670273420405609,1.06
2024-01-01 00:07:00,San Francisco,False,0.0,1.01
2024-01-01 00:08:00,San Francisco,False,0.0,1.02
2024-01-01 00:09:00,San Francisco,True,0.2950238652807755,1.03
2024-01-01 00:10:00,San Francisco,False,0.0,1.01
2024-01-01 00:11:00,San Francisco,True,7.513928409490101,1.02
2024-01-01 00:12:00,San Francisco,False,0.0,1.03
2024-01-01 00:13:00,San Francisco,False,0.0,1.04
2024-01-01 00:14:00,San Francisco,True,5.516492544317039,1.05
2024-01-01 00:15:00,San Francisco,False,0.0,1.06
2024-01-01 00:16:00,San Francisco,True,0.6143538832168582,1.07
2024-01-01 00:17:00,San Francisco,False,0.0,1.01
2024-01-01 00:18:00,San Francisco,False,0.0,1.02
2024-01-01 00:19:00,San Francisco,False,0.0,1.03
2024-01-01 00:20:00,San Francisco,False,0.0,1.04
2024-01-01 00:21:00,San Francisco,True,4.838247917454379,1.05
2024-01-01 00:22:00,San Francisco,False,0.0,1.06
2024-01-01 00:23:00,San Francisco,False,0.0,1.07
2024-01-01 00:24:00,San Francisco,False,0.0,1.08
2024-01-01 00:25:00,San Francisco,False,0.0,1.09
2024-01-01 00:26:00,San Francisco,False,0.0,1.1
2024-01-01 00:27:00,San Francisco,False,0.0,1.11
2024-01-01 00:28:00,San Francisco,False,0.0,1.12
2024-01-01 00:29:00,San Francisco,False,0.0,1.1300000000000001
2024-01-01 00:30:00,San Francisco,False,0.0,1.1400000000000001
2024-01-01 00:31:00,San Francisco,False,0.0,1.1500000000000001
2024-01-01 00:32:00,San Francisco,False,0.0,1.1600000000000001
2024-01-01 00:33:00,San Francisco,False,0.0,1.1700000000000002
2024-01-01 00:34:00,San Francisco,False,0.0,1.1800000000000002
2024-01-01 00:35:00,San Francisco,False,0.0,1.1900000000000002
2024-01-01 00:36:00,San Francisco,False,0.0,1.2000000000000002
2024-01-01 00:37:00,San Francisco,False,0.0,1.2100000000000002
2024-01-01 00:38:00,San Francisco,False,0.0,1.2200000000000002
2024-01-01 00:39:00,San Francisco,False,0.0,1.2300000000000002
2024-01-01 00:40:00,San Francisco,False,0.0,1.2400000000000002
2024-01-01 00:41:00,San Francisco,False,0.0,1.2500000000000002
2024-01-01 00:42:00,San Francisco,False,0.0,1.2600000000000002
2024-01-01 00:43:00,San Francisco,False,0.0,1.2700000000000002
2024-01-01 00:44:00,San Francisco,False,0.0,1.2800000000000002
2024-01-01 00:45:00,San Francisco,False,0.0,1.2900000000000003
2024-01-01 00:46:00,San Francisco,False,0.0,1.3000000000000003
2024-01-01 00:47:00,San Francisco,False,0.0,1.3100000000000003
2024-01-01 00:48:00,San Francisco,True,1.0577467645875416,1.3200000000000003
2024-01-01 00:49:00,San Francisco,False,0.0,1.01
2024-01-01 00:50:00,San Francisco,False,0.0,1.02
2024-01-01 00:51:00,San Francisco,False,0.0,1.03
2024-01-01 00:52:00,San Francisco,False,0.0,1.04
2024-01-01 00:53:00,San Francisco,True,7.840993311637789,1.05
2024-01-01 00:54:00,San Francisco,False,0.0,1.06
2024-01-01 00:55:00,San Francisco,False,0.0,1.07
2024-01-01 00:56:00,San Francisco,False,0.0,1.08
2024-01-01 00:57:00,San Francisco,False,0.0,1.09
2024-01-01 00:58:00,San Francisco,False,0.0,1.1
2024-01-01 00:59:00,San Francisco,False,0.0,1.11
2024-01-01 01:00:00,San Francisco,False,0.0,1.12
2024-01-01 01:01:00,San Francisco,False,0.0,1.1300000000000001
2024-01-01 01:02:00,San Francisco,False,0.0,1.1400000000000001
2024-01-01 01:03:00,San Francisco,False,0.0,1.1500000000000001
2024-01-01 01:04:00,San Francisco,False,0.0,1.1600000000000001
2024-01-01 01:05:00,San Francisco,False,0.0,1.1700000000000002
2024-01-01 01:06:00,San Francisco,False,0.0,1.1800000000000002
2024-01-01 01:07:00,San Francisco,True,0.8002937006021079,1.1900000000000002
2024-01-01 01:08:00,San Francisco,False,0.0,1.01
2024-01-01 01:09:00,San Francisco,False,0.0,1.02
2024-01-01 01:10:00,San Francisco,False,0.0,1.03
2024-01-01 01:11:00,San Francisco,False,0.0,1.04
2024-01-01 01:12:00,San Francisco,True,0.6705566930890874,1.05
2024-01-01 01:13:00,San Francisco,False,0.0,1.01
2024-01-01 01:14:00,San Francisco,False,0.0,1.02
2024-01-01 01:15:00,San Francisco,True,0.7065427841795873,1.03
2024-01-01 01:16:00,San Francisco,False,0.0,1.01
2024-01-01 01:17:00,San Francisco,True,4.845829951263351,1.02
2024-01-01 01:18:00,San Francisco,False,0.0,1.03
2024-01-01 01:19:00,San Francisco,False,0.0,1.04
2024-01-01 01:20:00,San Francisco,True,6.94118130686806,1.05
2024-01-01 01:21:00,San Francisco,False,0.0,1.06
2024-01-01 01:22:00,San Francisco,False,0.0,1.07
2024-01-01 01:23:00,San Francisco,False,0.0,1.08
2024-01-01 01:24:00,San Francisco,False,0.0,1.09
2024-01-01 01:25:00,San Francisco,False,0.0,1.1
2024-01-01 01:26:00,San Francisco,False,0.0,1.11
2024-01-01 01:27:00,San Francisco,False,0.0,1.12
2024-01-01 01:28:00,San Francisco,False,0.0,1.1300000000000001
2024-01-01 01:29:00,San Francisco,False,0.0,1.1400000000000001
2024-01-01 01:30:00,San Francisco,False,0.0,1.1500000000000001
2024-01-01 01:31:00,San Francisco,True,0.9655179354986099,1.1600000000000001
2024-01-01 01:32:00,San Francisco,False,0.0,1.01
2024-01-01 01:33:00,San Francisco,True,0.9008229696821463,1.02
2024-01-01 01:34:00,San Francisco,False,0.0,1.01
2024-01-01 01:35:00,San Francisco,True,0.46030094360409635,1.02
2024-01-01 01:36:00,San Francisco,True,7.44214530178685,1.01
2024-01-01 01:37:00,San Francisco,False,0.0,1.02
2024-01-01 01:38:00,San Francisco,True,0.20489310589885357,1.03
2024-01-01 01:39:00,San Francisco,False,0.0,1.01
2024-01-01 01:40:00,San Francisco,True,4.929880736810898,1.02
2024-01-01 01:41:00,San Francisco,False,0.0,1.03
2024-01-01 01:42:00,San Francisco,False,0.0,1.04
2024-01-01 01:43:00,San Francisco,True,4.810149842651558,1.05
2024-01-01 01:44:00,San Francisco,False,0.0,1.06
2024-01-01 01:45:00,San Francisco,False,0.0,1.07
2024-01-01 01:46:00,San Francisco,False,0.0,1.08
2024-01-01 01:47:00,San Francisco,False,0.0,1.09
2024-01-01 01:48:00,San Francisco,False,0.0,1.1
2024-01-01 01:49:00,San Francisco,False,0.0,1.11
2024-01-01 01:50:00,San Francisco,False,0.0,1.12
2024-01-01 01:51:00,San Francisco,False,0.0,1.1300000000000001
2024-01-01 01:52:00,San Francisco,False,0.0,1.1400000000000001
2024-01-01 01:53:00,San Francisco,False,0.0,1.1500000000000001
2024-01-01 01:54:00,San Francisco,False,0.0,1.1600000000000001
2024-01-01 01:55:00,San Francisco,False,0.0,1.1700000000000002
2024-01-01 01:56:00,San Francisco,False,0.0,1.1800000000000002
2024-01-01 01:57:00,San Francisco,False,0.0,1.1900000000000002
2024-01-01 01:58:00,San Francisco,False,0.0,1.2000000000000002
2024-01-01 01:59:00,San Francisco,False,0.0,1.2100000000000002
2024-01-01 02:00:00,San Francisco,False,0.0,1.2200000000000002
2024-01-01 02:01:00,San Francisco,False,0.0,1.2300000000000002
2024-01-01 02:02:00,San Francisco,False,0.0,1.2400000000000002
2024-01-01 02:03:00,San Francisco,False,0.0,1.2500000000000002
2024-01-01 02:04:00,San Francisco,False,0.0,1.2600000000000002
2024-01-01 02:05:00,San Francisco,False,0.0,1.2700000000000002
2024-01-01 02:06:00,San Francisco,False,0.0,1.2800000000000002
2024-01-01 02:07:00,San Francisco,False,0.0,1.2900000000000003
2024-01-01 02:08:00,San Francisco,False,0.0,1.3000000000000003
2024-01-01 02:09:00,San Francisco,False,0.0,1.3100000000000003
2024-01-01 02:10:00,San Francisco,False,0.0,1.3200000000000003
2024-01-01 02:11:00,San Francisco,False,0.0,1.3300000000000003
2024-01-01 02:12:00,San Francisco,False,0.0,1.3400000000000003
2024-01-01 02:13:00,San Francisco,False,0.0,1.3500000000000003
2024-01-01 02:14:00,San Francisco,False,0.0,1.3600000000000003
2024-01-01 02:15:00,San Francisco,False,0.0,1.3700000000000003
2024-01-01 02:16:00,San Francisco,False,0.0,1.3800000000000003
2024-01-01 02:17:00,San Francisco,False,0.0,1.3900000000000003
